date,Equity,ReturnDaily,Abs(ReturnDaily),C2LeverageWght,RetDivLev,RetDivLevRoll180,LevSMA7,RetDivLevSMA7,RetDivLevSMA7_180,DB_LeverageWght180,DB_LeverageWghtSMA7180
2020-06-28,66472.88,0,0,0.38,0,0.927640848,0.57,0,1.280287684,0.927641,1.280288
2020-06-29,66315.98,-0.002360361,0.002360361,0.49,0.481706346,0.930316995,0.517142857,0.456423417,1.28282337,0.930317,1.282823
2020-06-30,66501.48,0.002797214,0.002797214,0.26,1.07585161,0.924551255,0.425714286,0.657063735,1.274952939,0.924551,1.274953
2020-07-01,66568.52,0.001008098,0.001008098,0.34,0.296499372,0.917332791,0.355714286,0.283401006,1.267633784,0.917333,1.267634
2020-07-02,66567.14,-2.07305E-05,2.07305E-05,0.41,0.005056224,0.917360881,0.377142857,0.005496729,1.267664321,0.917361,1.267664
2020-07-03,66567.14,0,0,0.41,0,0.917360881,0.381428571,0,1.267664321,0.917361,1.267664
2020-07-04,66567.14,0,0,0.41,0,0.913013964,0.385714286,0,1.263303712,0.913014,1.263304
2020-07-05,66567.14,0,0,0.41,0,0.907846011,0.39,0,1.258119483,0.907846,1.258119
2020-07-06,66817.3,0.00375801,0.00375801,0.37,1.015678469,0.907583103,0.372857143,1.007895492,1.257850595,0.907583,1.257851
2020-07-07,66833.3,0.000239459,0.000239459,0.23,0.104112584,0.90685027,0.368571429,0.064969481,1.256973146,0.90685,1.256973
2020-07-08,66910.72,0.001158405,0.001158405,0.45,0.257423237,0.906115664,0.384285714,0.301443568,1.25684035,0.906116,1.25684
2020-07-09,67806.89,0.013393519,0.013393519,0.66,2.029321061,0.917389669,0.42,3.188933097,1.274556645,0.91739,1.274557
2020-07-10,67537.89,-0.003967148,0.003967148,0.66,0.601083102,0.92072902,0.455714286,0.870534147,1.279392946,0.920729,1.279393
2020-07-11,67537.89,0,0,0.66,0,0.906625401,0.491428571,0,1.266631322,0.906625,1.266631
2020-07-12,67537.89,0,0,0.66,0,0.902894314,0.527142857,0,1.263136029,0.902894,1.263136
2020-07-13,66745.59,-0.011731193,0.011731193,0.58,2.022619426,0.908959546,0.557142857,2.105598684,1.269761519,0.90896,1.269762
2020-07-14,67070.59,0.004869236,0.004869236,0.52,0.936391453,0.903310716,0.598571429,0.813476107,1.263515267,0.903311,1.263515
2020-07-15,67147.39,0.001145062,0.001145062,0.59,0.194078346,0.899917495,0.618571429,0.185113988,1.260151775,0.899917,1.260152
2020-07-16,67158.39,0.000163819,0.000163819,0.59,0.027765886,0.90007175,0.608571429,0.02691857,1.260301323,0.900072,1.260301
2020-07-17,67406.21,0.003690083,0.003690083,0.66,0.55910341,0.90317788,0.608571429,0.606351585,1.263669943,0.903178,1.26367
2020-07-18,67406.21,0,0,0.59,0,0.90317788,0.598571429,0,1.263669943,0.903178,1.26367
2020-07-19,67406.21,0,0,0.59,0,0.902623858,0.588571429,0,1.263119245,0.902624,1.263119
2020-07-20,68244.21,0.012432089,0.012432089,0.58,2.143463616,0.909722443,0.588571429,2.112248126,1.270054068,0.909722,1.270054
2020-07-21,67937.68,-0.004491663,0.004491663,0.51,0.880718255,0.908830712,0.587142857,0.765003448,1.268589453,0.908831,1.268589
2020-07-22,67889.68,-0.00070653,0.00070653,0.36,0.196258296,0.897041842,0.554285714,0.127466729,1.25623701,0.897042,1.256237
2020-07-23,67292.22,-0.008800454,0.008800454,0.51,1.725579199,0.906628393,0.542857143,1.621136247,1.265243322,0.906628,1.265243
2020-07-24,67064.22,-0.003388207,0.003388207,0.52,0.651578353,0.910248273,0.522857143,0.648017815,1.268843421,0.910248,1.268843
2020-07-25,67064.22,0,0,0.52,0,0.889497863,0.512857143,0,1.247431644,0.889498,1.247432
2020-07-26,67064.22,0,0,0.52,0,0.874095376,0.502857143,0,1.231998536,0.874095,1.231999
2020-07-27,68015.82,0.014189384,0.014189384,0.73,1.943751294,0.87709228,0.524285714,2.706422101,1.239139806,0.877092,1.23914
2020-07-28,67450.82,-0.008306891,0.008306891,0.72,1.153734855,0.876865204,0.554285714,1.498665894,1.240868284,0.876865,1.240868
2020-07-29,68103.82,0.009681128,0.009681128,0.72,1.344601066,0.863243371,0.605714286,1.59829938,1.228035538,0.863243,1.228036
2020-07-30,68346.01,0.003556188,0.003556188,0.72,0.493915026,0.865987343,0.635714286,0.559400389,1.231143318,0.865987,1.231143
2020-07-31,69277.88,0.013634593,0.013634593,0.56,2.434748673,0.879513725,0.641428571,2.125660311,1.242952542,0.879514,1.242953
2020-08-01,69277.88,0,0,0.56,0,0.86550642,0.647142857,0,1.229054031,0.865506,1.229054
2020-08-02,69277.88,0,0,0.56,0,0.841283974,0.652857143,0,1.205632717,0.841284,1.205633
2020-08-03,69918.69,0.00924985,0.00924985,0.69,1.340557975,0.84290742,0.647142857,1.429336648,1.208057713,0.842907,1.208058
2020-08-04,69922.69,5.72093E-05,5.72093E-05,0.69,0.008291204,0.842264078,0.642857143,0.008899226,1.207450383,0.842264,1.20745
2020-08-05,70207.69,0.00407593,0.00407593,0.68,0.599401492,0.836238721,0.637142857,0.639719978,1.201872652,0.836239,1.201873
2020-08-06,70621.69,0.00589679,0.00589679,0.68,0.867174991,0.84105636,0.631428571,0.933880759,1.207060878,0.841056,1.207061
2020-08-07,69889.89,-0.010362256,0.010362256,0.62,1.671331542,0.850341535,0.64,1.619102432,1.216055891,0.850342,1.216056
2020-08-08,69889.89,0,0,0.62,0,0.83998384,0.648571429,0,1.204188991,0.839984,1.204189
2020-08-09,69889.89,0,0,0.62,0,0.831160545,0.657142857,0,1.19439876,0.831161,1.194399
2020-08-10,69130.29,-0.010868525,0.010868525,0.54,2.012689771,0.832768946,0.635714286,1.70965558,1.193735648,0.832769,1.193736
2020-08-11,68356.1,-0.011198998,0.011198998,0.34,3.293823029,0.846315793,0.585714286,1.9120241,1.199408946,0.846316,1.199409
2020-08-12,69365.49,0.014766641,0.014766641,0.2,7.383320581,0.885982203,0.517142857,2.855427849,1.213887847,0.885982,1.213888
2020-08-13,69747.43,0.005506196,0.005506196,0.07,7.865994624,0.929682173,0.43,1.280510753,1.221001796,0.929682,1.221002
2020-08-14,69671.43,-0.001089646,0.001089646,0.07,1.556636977,0.938330156,0.351428571,0.310061837,1.222724362,0.93833,1.222724
2020-08-15,69671.43,0,0,0.07,0,0.938330156,0.272857143,0,1.222724362,0.93833,1.222724
2020-08-16,69671.43,0,0,0.07,0,0.934433738,0.194285714,0,1.218870295,0.934434,1.21887
2020-08-17,69764.28,0.001332684,0.001332684,0.18,0.74038,0.91874663,0.142857143,0.9328788,1.204865751,0.918747,1.204866
2020-08-18,70045.98,0.004037883,0.004037883,0.36,1.121634166,0.906981393,0.145714286,2.771096174,1.204955262,0.906981,1.204955
2020-08-19,69975.98,-0.000999344,0.000999344,0.36,0.277595437,0.90852359,0.168571429,0.592830934,1.208248767,0.908524,1.208249
2020-08-20,70228.78,0.003612668,0.003612668,0.29,1.245747666,0.91544441,0.2,1.806334116,1.218283957,0.915444,1.218284
2020-08-21,70231.78,4.27175E-05,4.27175E-05,0.29,0.014730183,0.915526244,0.231428571,0.018458192,1.218386502,0.915526,1.218387
2020-08-22,70231.78,0,0,0.29,0,0.915526244,0.262857143,0,1.218386502,0.915526,1.218387
2020-08-23,70231.78,0,0,0.29,0,0.915526244,0.294285714,0,1.218386502,0.915526,1.218387
2020-08-24,70041.16,-0.002714156,0.002714156,0.51,0.532187431,0.918482841,0.341428571,0.794941058,1.222802842,0.918483,1.222803
2020-08-25,70265.71,0.003205972,0.003205972,0.62,0.517092263,0.921355576,0.378571429,0.846860537,1.227507622,0.921356,1.227508
2020-08-26,70837.71,0.008140528,0.008140528,0.61,1.334512834,0.928769536,0.414285714,1.964955104,1.23842404,0.92877,1.238424
2020-08-27,70358.69,-0.006762217,0.006762217,0.75,0.901628996,0.933778586,0.48,1.408795306,1.24625068,0.933779,1.246251
2020-08-28,70469.69,0.00157763,0.00157763,0.68,0.232004453,0.9350675,0.535714286,0.294490986,1.247886741,0.935068,1.247887
2020-08-29,70469.69,0,0,0.68,0,0.9350675,0.591428571,0,1.247886741,0.935068,1.247887
2020-08-30,70469.69,0,0,0.68,0,0.9350675,0.647142857,0,1.247886741,0.935068,1.247887
2020-08-31,70748.61,0.003958014,0.003958014,0.46,0.860437766,0.93984771,0.64,0.618439644,1.251322517,0.939848,1.251323
2020-09-01,71333.22,0.008263201,0.008263201,0.41,2.01541493,0.94986251,0.61,1.35462315,1.250574557,0.949863,1.250575
2020-09-02,71353.59,0.000285561,0.000285561,0.69,0.041385681,0.95009243,0.621428571,0.045952377,1.05140536,0.950092,1.051405
2020-09-03,68700.82,-0.037177807,0.037177807,0.48,7.745376465,0.9931223,0.582857143,6.378545324,1.086841723,0.993122,1.086842
2020-09-04,67573.95,-0.01640257,0.01640257,0.51,3.21619017,1.010990023,0.558571429,2.93652146,1.103155731,1.01099,1.103156
2020-09-05,67573.95,0,0,0.07,0,1.010990023,0.471428571,0,1.103155731,1.01099,1.103156
2020-09-06,67573.95,0,0,0.07,0,1.010990023,0.384285714,0,1.103155731,1.01099,1.103156
2020-09-07,67573.95,0,0,0.07,0,1.010990023,0.328571429,0,1.103155731,1.01099,1.103156
2020-09-08,67333.95,-0.003551665,0.003551665,0.07,5.073806443,1.039177836,0.28,1.268451611,1.110202684,1.039178,1.110203
2020-09-09,67505.95,0.002554432,0.002554432,0.07,3.649188644,1.059451107,0.191428571,1.334404803,1.117616045,1.059451,1.117616
2020-09-10,66642.05,-0.01279739,0.01279739,0.35,3.656397272,1.079764425,0.172857143,7.403449022,1.158746317,1.079764,1.158746
2020-09-11,66308.05,-0.005011851,0.005011851,0.35,1.431957322,1.087719743,0.15,3.341233751,1.177308727,1.08772,1.177309
2020-09-12,66308.05,0,0,0.35,0,1.087719743,0.19,0,1.177308727,1.08772,1.177309
2020-09-13,66308.05,0,0,0.35,0,1.087719743,0.23,0,1.177308727,1.08772,1.177309
2020-09-14,66614.05,0.004614824,0.004614824,0.35,1.318521227,1.095044861,0.27,1.709194183,1.18680425,1.095045,1.186804
2020-09-15,66817.05,0.003047405,0.003047405,0.35,0.87068719,1.087627006,0.31,0.983033924,1.106480503,1.087627,1.106481
2020-09-16,66187.76,-0.009418105,0.009418105,0.43,2.190257002,1.096817831,0.361428571,2.605799833,1.110536725,1.096818,1.110537
2020-09-17,65421.07,-0.011583562,0.011583562,0.74,1.565346172,1.105514198,0.417142857,2.776881223,1.125963843,1.105514,1.125964
2020-09-18,65428.63,0.000115559,0.000115559,0.69,0.016747696,1.105607241,0.465714286,0.024813304,1.126101695,1.105607,1.126102
2020-09-19,65428.63,0,0,0.23,0,0.99940978,0.448571429,0,1.043503669,0.99941,1.043504
2020-09-20,65428.63,0,0,0.23,0,0.99940978,0.431428571,0,1.043503669,0.99941,1.043504
2020-09-21,65605.63,0.002705238,0.002705238,0.23,1.176190327,0.996482804,0.414285714,0.652988423,1.035089644,0.996483,1.03509
2020-09-22,65591.1,-0.000221475,0.000221475,0.3,0.073824965,0.996892943,0.407142857,0.054397343,1.035391851,0.996893,1.035392
2020-09-23,64876.1,-0.010900869,0.010900869,0.3,3.633623058,1.017079737,0.388571429,2.805370743,1.050977244,1.01708,1.050977
2020-09-24,65038.09,0.002496913,0.002496913,0.35,0.713403813,1.021043092,0.332857143,0.750145641,1.05514472,1.021043,1.055145
2020-09-25,65698.66,0.010156664,0.010156664,0.42,2.418253233,1.034477832,0.294285714,3.451293449,1.074318573,1.034478,1.074319
2020-09-26,65698.66,0,0,0.42,0,1.032496749,0.321428571,0,1.064413158,1.032497,1.064413
2020-09-27,65698.66,0,0,0.42,0,1.032496749,0.348571429,0,1.049548442,1.032497,1.049548
2020-09-28,66220.54,0.007943541,0.007943541,0.5,1.588708202,1.041322906,0.387142857,2.051837161,1.060947537,1.041323,1.060948
2020-09-29,66161.54,-0.000890962,0.000890962,0.49,0.181829027,1.042333067,0.414285714,0.215059849,1.062142314,1.042333,1.062142
2020-09-30,66622.54,0.006967794,0.006967794,0.49,1.421998833,1.050233061,0.441428571,1.578464724,1.070911563,1.050233,1.070912
2020-10-01,67126.54,0.007565007,0.007565007,0.49,1.543879036,1.058810166,0.461428571,1.639475262,1.080019759,1.05881,1.08002
2020-10-02,65659.4,-0.021856333,0.021856333,0.57,3.834444356,1.080112635,0.482857143,4.526459462,1.105166756,1.080113,1.105167
2020-10-03,65659.4,0,0,0.42,0,1.060517423,0.482857143,0,0.968000269,1.060517,0.968
2020-10-04,65659.4,0,0,0.42,0,1.060293119,0.482857143,0,0.967215207,1.060293,0.967215
2020-10-05,66549.81,0.013561044,0.013561044,0.5,2.712208762,1.070237241,0.482857143,2.808500198,0.964885021,1.070237,0.964885
2020-10-06,66083.8,-0.007002424,0.007002424,0.45,1.556094267,1.07440905,0.477142857,1.467573934,0.962600838,1.074409,0.962601
2020-10-07,66777.79,0.010501666,0.010501666,0.5,2.100333213,1.086077568,0.478571429,2.194377984,0.974791827,1.086078,0.974792
2020-10-08,66733.76,-0.000659351,0.000659351,0.56,0.117741243,1.086731686,0.488571429,0.134954875,0.975541576,1.086732,0.975542
2020-10-09,67127.4,0.005898664,0.005898664,0.71,0.830797688,1.091347229,0.508571429,1.159849581,0.981985185,1.091347,0.981985
2020-10-10,67127.4,0,0,0.7,0,1.064318183,0.548571429,0,0.953650388,1.064318,0.95365
2020-10-11,67127.4,0,0,0.7,0,1.017501359,0.588571429,0,0.918428385,1.017501,0.918428
2020-10-12,68748.4,0.024148112,0.024148112,0.69,3.499726434,1.030082898,0.615714286,3.92196721,0.934828393,1.030083,0.934828
2020-10-13,68844.4,0.001396396,0.001396396,0.69,0.202376251,1.010404337,0.65,0.214830175,0.924403268,1.010404,0.924403
2020-10-14,68777.4,-0.000973209,0.000973209,0.69,0.141044804,1.009441399,0.677142857,0.14372287,0.923630836,1.009441,0.923631
2020-10-15,68218.75,-0.008122581,0.008122581,0.64,1.269153276,1.016492251,0.688571429,1.179627941,0.930184325,1.016492,0.930184
2020-10-16,67906.75,-0.004573523,0.004573523,0.58,0.788538392,1.020873019,0.67,0.682615325,0.933976632,1.020873,0.933977
2020-10-17,67906.75,0,0,0.58,0,1.017360833,0.652857143,0,0.930280802,1.017361,0.930281
2020-10-18,67906.75,0,0,0.58,0,1.011034228,0.635714286,0,0.927713484,1.011034,0.927713
2020-10-19,67212.18,-0.010228291,0.010228291,0.5,2.0456582,1.022398996,0.608571429,1.680705094,0.937050734,1.022399,0.937051
2020-10-20,67297.15,0.001264205,0.001264205,0.22,0.574638812,1.01173703,0.541428571,0.233494399,0.926437999,1.011737,0.926438
2020-10-21,67413.15,0.001723699,0.001723699,0.14,1.231213251,1.012526171,0.462857143,0.372404008,0.922859374,1.012526,0.922859
2020-10-22,67468.15,0.000815865,0.000815865,0.14,0.5827604,1.015763729,0.391428571,0.208432552,0.924017332,1.015764,0.924017
2020-10-23,67568.15,0.001482181,0.001482181,0.14,1.058700608,1.021645399,0.328571429,0.45109852,0.926523435,1.021645,0.926523
2020-10-24,67568.15,0,0,0.14,0,1.010754767,0.265714286,0,0.902193301,1.010755,0.902193
2020-10-25,67568.15,0,0,0.14,0,0.979162347,0.202857143,0,0.871232729,0.979162,0.871233
2020-10-26,67209.69,-0.005305162,0.005305162,0.07,7.578803242,1.0041533,0.141428571,3.751124837,0.877360698,1.004153,0.877361
2020-10-27,67209.69,0,0,0,0,0.972541291,0.11,0,0.862884171,0.972541,0.862884
2020-10-28,67209.69,0,0,0,0,0.966414063,0.09,0,0.859881829,0.966414,0.859882
2020-10-29,66967.82,-0.003598737,0.003598737,0.28,1.285263224,0.973554415,0.11,3.271579116,0.878057269,0.973554,0.878057
2020-10-30,66102.82,-0.012916652,0.012916652,0.28,4.613089861,0.999182692,0.13,9.935885854,0.933256635,0.999183,0.933257
2020-10-31,66102.82,0,0,0.28,0,0.981767922,0.15,0,0.919711814,0.981768,0.919712
2020-11-01,66102.82,0,0,0.28,0,0.980971605,0.17,0,0.916789411,0.980972,0.916789
2020-11-02,66132.82,0.000453838,0.000453838,0.28,0.162085153,0.976680003,0.2,0.226919215,0.904484863,0.97668,0.904485
2020-11-03,66660.82,0.007983933,0.007983933,0.28,2.851404621,0.991984045,0.24,3.326638725,0.921891999,0.991984,0.921892
2020-11-04,67828.19,0.017512086,0.017512086,0.51,3.433742316,1.010851048,0.312857143,5.59747035,0.95265856,1.010851,0.952659
2020-11-05,68825.19,0.014698903,0.014698903,0.5,2.939780643,1.027183162,0.344285714,4.269390975,0.976377399,1.027183,0.976377
2020-11-06,68932.9,0.001564979,0.001564979,0.55,0.284541697,1.028763949,0.382857143,0.408763259,0.978648306,1.028764,0.978648
2020-11-07,68932.9,0,0,0.55,0,1.020755276,0.421428571,0,0.970172283,1.020755,0.970172
2020-11-08,68932.9,0,0,0.55,0,1.01636339,0.46,0,0.966122775,1.016363,0.966123
2020-11-09,67347.9,-0.022993375,0.022993375,0.56,4.105959771,1.037899362,0.5,4.598674943,0.990318067,1.037899,0.990318
2020-11-10,66426.03,-0.013688177,0.013688177,0.36,3.802271489,1.054516562,0.511428571,2.67645926,1.001547395,1.054517,1.001547
